Date,Hour,Minute,Segment,Avg_total_toll
2021-03-31,8,40,3460 - Hesperian/238 NB,1.0
2021-03-31,8,45,3420 - Auto Mall NB,0.5
2021-03-31,8,45,3430 - Mowry NB,0.75
2021-03-31,8,45,3440 - Decoto/84 NB,0.75
2021-03-31,8,45,3450 - Whipple NB,0.5
2021-03-31,8,45,3460 - Hesperian/238 NB,1.0
2021-03-31,8,50,3420 - Auto Mall NB,0.5
2021-03-31,8,50,3430 - Mowry NB,0.75
2021-03-31,8,50,3440 - Decoto/84 NB,0.75
2021-03-31,8,50,3450 - Whipple NB,0.5
2021-03-31,8,50,3460 - Hesperian/238 NB,1.25
2021-03-31,8,55,3420 - Auto Mall NB,0.5
2021-03-31,8,55,3430 - Mowry NB,0.75
2021-03-31,8,55,3440 - Decoto/84 NB,0.5
2021-03-31,8,55,3450 - Whipple NB,0.5
2021-03-31,8,55,3460 - Hesperian/238 NB,1.0
2021-03-31,9,0,3420 - Auto Mall NB,0.5
2021-03-31,9,0,3430 - Mowry NB,0.75
2021-03-31,9,0,3440 - Decoto/84 NB,0.5
2021-03-31,9,0,3450 - Whipple NB,0.5
2021-03-31,9,0,3460 - Hesperian/238 NB,1.25
2021-03-31,9,5,3420 - Auto Mall NB,0.5
2021-03-31,9,5,3430 - Mowry NB,0.75
2021-03-31,9,5,3440 - Decoto/84 NB,0.5
2021-03-31,9,5,3450 - Whipple NB,0.5
2021-03-31,9,5,3460 - Hesperian/238 NB,1.0
2021-03-31,9,10,3420 - Auto Mall NB,0.5
2021-03-31,9,10,3430 - Mowry NB,0.75
2021-03-31,9,10,3440 - Decoto/84 NB,0.5
2021-03-31,9,10,3450 - Whipple NB,0.5
2021-03-31,9,10,3460 - Hesperian/238 NB,0.75
2021-03-31,9,15,3420 - Auto Mall NB,0.5
2021-03-31,9,15,3430 - Mowry NB,0.75
2021-03-31,9,15,3440 - Decoto/84 NB,0.5
2021-03-31,9,15,3450 - Whipple NB,0.5
2021-03-31,9,15,3460 - Hesperian/238 NB,0.75
2021-03-31,9,20,3420 - Auto Mall NB,0.5
2021-03-31,9,20,3430 - Mowry NB,0.75
2021-03-31,9,20,3440 - Decoto/84 NB,0.5
2021-03-31,9,20,3450 - Whipple NB,0.5
2021-03-31,9,20,3460 - Hesperian/238 NB,0.75
2021-03-31,9,25,3420 - Auto Mall NB,0.5
2021-03-31,9,25,3430 - Mowry NB,0.75
2021-03-31,9,25,3440 - Decoto/84 NB,0.5
2021-03-31,9,25,3450 - Whipple NB,0.5
2021-03-31,9,25,3460 - Hesperian/238 NB,0.75
2021-03-31,9,30,3420 - Auto Mall NB,0.5
2021-03-31,9,30,3430 - Mowry NB,0.75
2021-03-31,9,30,3440 - Decoto/84 NB,0.5
2021-03-31,9,30,3450 - Whipple NB,0.5
2021-03-31,9,30,3460 - Hesperian/238 NB,0.75
2021-03-31,9,35,3420 - Auto Mall NB,0.5
2021-03-31,9,35,3430 - Mowry NB,0.75
2021-03-31,9,35,3440 - Decoto/84 NB,0.75
2021-03-31,9,35,3450 - Whipple NB,0.5
2021-03-31,9,35,3460 - Hesperian/238 NB,0.75
2021-03-31,9,40,3420 - Auto Mall NB,0.5
2021-03-31,9,40,3430 - Mowry NB,0.75
2021-03-31,9,40,3440 - Decoto/84 NB,0.5
2021-03-31,9,40,3450 - Whipple NB,0.5
2021-03-31,9,40,3460 - Hesperian/238 NB,1.0
2021-03-31,9,45,3420 - Auto Mall NB,0.5
2021-03-31,9,45,3430 - Mowry NB,0.75
2021-03-31,9,45,3440 - Decoto/84 NB,0.75
2021-03-31,9,45,3450 - Whipple NB,0.5
2021-03-31,9,45,3460 - Hesperian/238 NB,1.0
2021-03-31,9,50,3420 - Auto Mall NB,0.5
2021-03-31,9,50,3430 - Mowry NB,0.75
2021-03-31,9,50,3440 - Decoto/84 NB,0.5
2021-03-31,9,50,3450 - Whipple NB,0.5
2021-03-31,9,50,3460 - Hesperian/238 NB,1.0
2021-03-31,9,55,3420 - Auto Mall NB,0.5
2021-03-31,9,55,3430 - Mowry NB,0.75
2021-03-31,9,55,3440 - Decoto/84 NB,0.5
2021-03-31,9,55,3450 - Whipple NB,0.5
2021-03-31,9,55,3460 - Hesperian/238 NB,1.0
2021-03-31,10,0,3420 - Auto Mall NB,0.5
2021-03-31,10,0,3430 - Mowry NB,0.75
2021-03-31,10,0,3440 - Decoto/84 NB,0.5
2021-03-31,10,0,3450 - Whipple NB,0.5
2021-03-31,10,0,3460 - Hesperian/238 NB,1.0
2021-03-31,10,5,3420 - Auto Mall NB,0.5
2021-03-31,10,5,3430 - Mowry NB,0.75
2021-03-31,10,5,3440 - Decoto/84 NB,0.75
2021-03-31,10,5,3450 - Whipple NB,0.5
2021-03-31,10,5,3460 - Hesperian/238 NB,1.25
2021-03-31,10,10,3420 - Auto Mall NB,0.5
2021-03-31,10,10,3430 - Mowry NB,0.75
2021-03-31,10,10,3440 - Decoto/84 NB,0.5
2021-03-31,10,10,3450 - Whipple NB,0.5
2021-03-31,10,10,3460 - Hesperian/238 NB,1.5
2021-03-31,10,15,3420 - Auto Mall NB,0.5
2021-03-31,10,15,3430 - Mowry NB,0.75
2021-03-31,10,15,3440 - Decoto/84 NB,0.5
2021-03-31,10,15,3450 - Whipple NB,0.5
2021-03-31,10,15,3460 - Hesperian/238 NB,1.0
2021-03-31,10,20,3420 - Auto Mall NB,0.5
2021-03-31,10,20,3430 - Mowry NB,0.75
2021-03-31,10,20,3440 - Decoto/84 NB,0.75
2021-03-31,10,20,3450 - Whipple NB,0.5
2021-03-31,10,20,3460 - Hesperian/238 NB,1.0
2021-03-31,10,25,3420 - Auto Mall NB,0.5
2021-03-31,10,25,3430 - Mowry NB,0.75
2021-03-31,10,25,3440 - Decoto/84 NB,0.75
2021-03-31,10,25,3450 - Whipple NB,0.5
2021-03-31,10,25,3460 - Hesperian/238 NB,1.25
2021-03-31,10,30,3420 - Auto Mall NB,0.5
2021-03-31,10,30,3430 - Mowry NB,0.75
2021-03-31,10,30,3440 - Decoto/84 NB,0.5
2021-03-31,10,30,3450 - Whipple NB,0.5
2021-03-31,10,30,3460 - Hesperian/238 NB,1.25
2021-03-31,10,35,3420 - Auto Mall NB,0.5
2021-03-31,10,35,3430 - Mowry NB,0.75
2021-03-31,10,35,3440 - Decoto/84 NB,0.5
2021-03-31,10,35,3450 - Whipple NB,0.5
2021-03-31,10,35,3460 - Hesperian/238 NB,1.25
2021-03-31,10,40,3420 - Auto Mall NB,0.5
2021-03-31,10,40,3430 - Mowry NB,0.75
2021-03-31,10,40,3440 - Decoto/84 NB,0.75
2021-03-31,10,40,3450 - Whipple NB,0.5
2021-03-31,10,40,3460 - Hesperian/238 NB,1.25
2021-03-31,10,45,3420 - Auto Mall NB,0.5
2021-03-31,10,45,3430 - Mowry NB,0.75
2021-03-31,10,45,3440 - Decoto/84 NB,0.75
2021-03-31,10,45,3450 - Whipple NB,0.5
2021-03-31,10,45,3460 - Hesperian/238 NB,1.0
2021-03-31,10,50,3420 - Auto Mall NB,0.5
2021-03-31,10,50,3430 - Mowry NB,0.75
2021-03-31,10,50,3440 - Decoto/84 NB,0.5
2021-03-31,10,50,3450 - Whipple NB,0.5
2021-03-31,10,50,3460 - Hesperian/238 NB,1.0
2021-03-31,10,55,3420 - Auto Mall NB,0.5
2021-03-31,10,55,3430 - Mowry NB,0.75
2021-03-31,10,55,3440 - Decoto/84 NB,0.5
2021-03-31,10,55,3450 - Whipple NB,0.5
2021-03-31,10,55,3460 - Hesperian/238 NB,0.75
2021-03-31,11,0,3420 - Auto Mall NB,0.5
2021-03-31,11,0,3430 - Mowry NB,0.75
2021-03-31,11,0,3440 - Decoto/84 NB,0.5
2021-03-31,11,0,3450 - Whipple NB,0.5
2021-03-31,11,0,3460 - Hesperian/238 NB,0.75
2021-03-31,11,5,3420 - Auto Mall NB,0.5
2021-03-31,11,5,3430 - Mowry NB,0.75
2021-03-31,11,5,3440 - Decoto/84 NB,0.75
2021-03-31,11,5,3450 - Whipple NB,0.5
2021-03-31,11,5,3460 - Hesperian/238 NB,1.0
2021-03-31,11,10,3420 - Auto Mall NB,0.5
2021-03-31,11,10,3430 - Mowry NB,0.75
2021-03-31,11,10,3440 - Decoto/84 NB,0.75
2021-03-31,11,10,3450 - Whipple NB,0.75
2021-03-31,11,10,3460 - Hesperian/238 NB,1.0
2021-03-31,11,15,3420 - Auto Mall NB,0.5
2021-03-31,11,15,3430 - Mowry NB,0.75
2021-03-31,11,15,3440 - Decoto/84 NB,0.5
2021-03-31,11,15,3450 - Whipple NB,0.5
2021-03-31,11,15,3460 - Hesperian/238 NB,1.0
2021-03-31,11,20,3420 - Auto Mall NB,0.5
2021-03-31,11,20,3430 - Mowry NB,0.75
2021-03-31,11,20,3440 - Decoto/84 NB,0.75
2021-03-31,11,20,3450 - Whipple NB,0.5
2021-03-31,11,20,3460 - Hesperian/238 NB,1.0
2021-03-31,11,25,3420 - Auto Mall NB,0.5
2021-03-31,11,25,3430 - Mowry NB,0.75
2021-03-31,11,25,3440 - Decoto/84 NB,0.75
2021-03-31,11,25,3450 - Whipple NB,0.5
2021-03-31,11,25,3460 - Hesperian/238 NB,1.0
2021-03-31,11,30,3420 - Auto Mall NB,0.5
2021-03-31,11,30,3430 - Mowry NB,0.75
2021-03-31,11,30,3440 - Decoto/84 NB,0.75
2021-03-31,11,30,3450 - Whipple NB,0.5
2021-03-31,11,30,3460 - Hesperian/238 NB,1.0
2021-03-31,11,35,3420 - Auto Mall NB,0.5
2021-03-31,11,35,3430 - Mowry NB,0.75
2021-03-31,11,35,3440 - Decoto/84 NB,0.5
2021-03-31,11,35,3450 - Whipple NB,0.5
2021-03-31,11,35,3460 - Hesperian/238 NB,1.0
2021-03-31,11,40,3420 - Auto Mall NB,0.5
2021-03-31,11,40,3430 - Mowry NB,0.75
2021-03-31,11,40,3440 - Decoto/84 NB,0.75
2021-03-31,11,40,3450 - Whipple NB,0.5
2021-03-31,11,40,3460 - Hesperian/238 NB,1.75
2021-03-31,11,45,3420 - Auto Mall NB,0.5
2021-03-31,11,45,3430 - Mowry NB,0.75
2021-03-31,11,45,3440 - Decoto/84 NB,0.75
2021-03-31,11,45,3450 - Whipple NB,0.5
2021-03-31,11,45,3460 - Hesperian/238 NB,1.5
2021-03-31,11,50,3420 - Auto Mall NB,0.5
2021-03-31,11,50,3430 - Mowry NB,0.75
2021-03-31,11,50,3440 - Decoto/84 NB,0.75
2021-03-31,11,50,3450 - Whipple NB,0.5
2021-03-31,11,50,3460 - Hesperian/238 NB,1.75
2021-03-31,11,55,3420 - Auto Mall NB,0.5
2021-03-31,11,55,3430 - Mowry NB,0.75
2021-03-31,11,55,3440 - Decoto/84 NB,0.5
2021-03-31,11,55,3450 - Whipple NB,0.75
2021-03-31,11,55,3460 - Hesperian/238 NB,1.5
2021-03-31,12,0,3420 - Auto Mall NB,0.5
2021-03-31,12,0,3430 - Mowry NB,0.75
2021-03-31,12,0,3440 - Decoto/84 NB,0.75
2021-03-31,12,0,3450 - Whipple NB,0.5
2021-03-31,12,0,3460 - Hesperian/238 NB,1.5
2021-04-01,7,0,3420 - Auto Mall NB,0.5
2021-04-01,7,0,3430 - Mowry NB,0.75
2021-04-01,7,0,3440 - Decoto/84 NB,0.5
2021-04-01,7,0,3450 - Whipple NB,0.5
2021-04-01,7,0,3460 - Hesperian/238 NB,1.0
2021-04-01,7,5,3420 - Auto Mall NB,0.5
2021-04-01,7,5,3430 - Mowry NB,0.75
2021-04-01,7,5,3440 - Decoto/84 NB,0.75
2021-04-01,7,5,3450 - Whipple NB,0.5
2021-04-01,7,5,3460 - Hesperian/238 NB,1.0
2021-04-01,7,10,3420 - Auto Mall NB,0.5
2021-04-01,7,10,3430 - Mowry NB,0.75
2021-04-01,7,10,3440 - Decoto/84 NB,0.5
2021-04-01,7,10,3450 - Whipple NB,0.5
2021-04-01,7,10,3460 - Hesperian/238 NB,0.75
2021-04-01,7,15,3420 - Auto Mall NB,0.5
2021-04-01,7,15,3430 - Mowry NB,0.75
2021-04-01,7,15,3440 - Decoto/84 NB,0.5
2021-04-01,7,15,3450 - Whipple NB,0.5
2021-04-01,7,15,3460 - Hesperian/238 NB,1.0
2021-04-01,7,20,3420 - Auto Mall NB,0.5
2021-04-01,7,20,3430 - Mowry NB,0.75
2021-04-01,7,20,3440 - Decoto/84 NB,0.5
2021-04-01,7,20,3450 - Whipple NB,0.5
2021-04-01,7,20,3460 - Hesperian/238 NB,0.75
2021-04-01,7,25,3420 - Auto Mall NB,0.5
2021-04-01,7,25,3430 - Mowry NB,0.75
2021-04-01,7,25,3440 - Decoto/84 NB,0.5
2021-04-01,7,25,3450 - Whipple NB,0.5
2021-04-01,7,25,3460 - Hesperian/238 NB,0.75
2021-04-01,7,30,3420 - Auto Mall NB,0.5
2021-04-01,7,30,3430 - Mowry NB,0.75
2021-04-01,7,30,3440 - Decoto/84 NB,0.75
2021-04-01,7,30,3450 - Whipple NB,0.5
2021-04-01,7,30,3460 - Hesperian/238 NB,1.0
2021-04-01,7,35,3420 - Auto Mall NB,0.5
2021-04-01,7,35,3430 - Mowry NB,0.75
2021-04-01,7,35,3440 - Decoto/84 NB,0.75
2021-04-01,7,35,3450 - Whipple NB,0.5
2021-04-01,7,35,3460 - Hesperian/238 NB,1.0
2021-04-01,7,40,3420 - Auto Mall NB,0.5
2021-04-01,7,40,3430 - Mowry NB,0.75
2021-04-01,7,40,3440 - Decoto/84 NB,0.5
2021-04-01,7,40,3450 - Whipple NB,0.5
2021-04-01,7,40,3460 - Hesperian/238 NB,1.0
2021-04-01,7,45,3420 - Auto Mall NB,0.5
2021-04-01,7,45,3430 - Mowry NB,0.75
2021-04-01,7,45,3440 - Decoto/84 NB,0.75
2021-04-01,7,45,3450 - Whipple NB,0.5
2021-04-01,7,45,3460 - Hesperian/238 NB,1.0
2021-04-01,7,50,3420 - Auto Mall NB,0.5
2021-04-01,7,50,3430 - Mowry NB,0.75
2021-04-01,7,50,3440 - Decoto/84 NB,0.5
2021-04-01,7,50,3450 - Whipple NB,0.5
2021-04-01,7,50,3460 - Hesperian/238 NB,1.25
2021-04-01,7,55,3420 - Auto Mall NB,0.5
2021-04-01,7,55,3430 - Mowry NB,0.75
2021-04-01,7,55,3440 - Decoto/84 NB,0.75
2021-04-01,7,55,3450 - Whipple NB,0.5
2021-04-01,7,55,3460 - Hesperian/238 NB,1.0
2021-04-01,8,0,3420 - Auto Mall NB,0.5
2021-04-01,8,0,3430 - Mowry NB,0.75
2021-04-01,8,0,3440 - Decoto/84 NB,0.75
2021-04-01,8,0,3450 - Whipple NB,0.5
2021-04-01,8,0,3460 - Hesperian/238 NB,1.0
2021-04-01,8,5,3420 - Auto Mall NB,0.5
2021-04-01,8,5,3430 - Mowry NB,0.75
2021-04-01,8,5,3440 - Decoto/84 NB,0.75
2021-04-01,8,5,3450 - Whipple NB,0.5
2021-04-01,8,5,3460 - Hesperian/238 NB,1.0
2021-04-01,8,10,3420 - Auto Mall NB,0.5
2021-04-01,8,10,3430 - Mowry NB,0.75
2021-04-01,8,10,3440 - Decoto/84 NB,0.75
2021-04-01,8,10,3450 - Whipple NB,0.5
2021-04-01,8,10,3460 - Hesperian/238 NB,1.0
2021-04-01,8,15,3420 - Auto Mall NB,0.5
2021-04-01,8,15,3430 - Mowry NB,0.75
2021-04-01,8,15,3440 - Decoto/84 NB,0.5
2021-04-01,8,15,3450 - Whipple NB,0.5
2021-04-01,8,15,3460 - Hesperian/238 NB,1.0
2021-04-01,8,20,3420 - Auto Mall NB,0.5
2021-04-01,8,20,3430 - Mowry NB,0.75
2021-04-01,8,20,3440 - Decoto/84 NB,0.5
2021-04-01,8,20,3450 - Whipple NB,0.5
2021-04-01,8,20,3460 - Hesperian/238 NB,1.0
2021-04-01,8,25,3420 - Auto Mall NB,0.5
2021-04-01,8,25,3430 - Mowry NB,0.75
2021-04-01,8,25,3440 - Decoto/84 NB,0.5
2021-04-01,8,25,3450 - Whipple NB,0.5
2021-04-01,8,25,3460 - Hesperian/238 NB,1.0
2021-04-01,8,30,3420 - Auto Mall NB,0.5
2021-04-01,8,30,3430 - Mowry NB,0.75
2021-04-01,8,30,3440 - Decoto/84 NB,0.5
2021-04-01,8,30,3450 - Whipple NB,0.5
2021-04-01,8,30,3460 - Hesperian/238 NB,1.0
2021-04-01,8,35,3420 - Auto Mall NB,0.5
2021-04-01,8,35,3430 - Mowry NB,0.75
2021-04-01,8,35,3440 - Decoto/84 NB,0.75
2021-04-01,8,35,3450 - Whipple NB,0.5
2021-04-01,8,35,3460 - Hesperian/238 NB,1.0
2021-04-01,8,40,3420 - Auto Mall NB,0.5
2021-04-01,8,40,3430 - Mowry NB,0.75
2021-04-01,8,40,3440 - Decoto/84 NB,0.75
2021-04-01,8,40,3450 - Whipple NB,0.5
2021-04-01,8,40,3460 - Hesperian/238 NB,0.75
2021-04-01,8,45,3420 - Auto Mall NB,0.5
2021-04-01,8,45,3430 - Mowry NB,0.75
2021-04-01,8,45,3440 - Decoto/84 NB,0.75
2021-04-01,8,45,3450 - Whipple NB,0.5
2021-04-01,8,45,3460 - Hesperian/238 NB,1.0
2021-04-01,8,50,3420 - Auto Mall NB,0.5
2021-04-01,8,50,3430 - Mowry NB,0.75
2021-04-01,8,50,3440 - Decoto/84 NB,0.75
2021-04-01,8,50,3450 - Whipple NB,0.5
2021-04-01,8,50,3460 - Hesperian/238 NB,1.0
2021-04-01,8,55,3420 - Auto Mall NB,0.5
2021-04-01,8,55,3430 - Mowry NB,0.75
2021-04-01,8,55,3440 - Decoto/84 NB,0.75
2021-04-01,8,55,3450 - Whipple NB,0.5
2021-04-01,8,55,3460 - Hesperian/238 NB,1.0
2021-04-01,9,0,3420 - Auto Mall NB,0.5
2021-04-01,9,0,3430 - Mowry NB,0.75
2021-04-01,9,0,3440 - Decoto/84 NB,0.5
2021-04-01,9,0,3450 - Whipple NB,0.5
2021-04-01,9,0,3460 - Hesperian/238 NB,1.0
2021-04-01,9,5,3420 - Auto Mall NB,0.5
2021-04-01,9,5,3430 - Mowry NB,0.75
2021-04-01,9,5,3440 - Decoto/84 NB,0.5
2021-04-01,9,5,3450 - Whipple NB,0.5
2021-04-01,9,5,3460 - Hesperian/238 NB,0.75
2021-04-01,9,10,3420 - Auto Mall NB,0.5
2021-04-01,9,10,3430 - Mowry NB,0.75
2021-04-01,9,10,3440 - Decoto/84 NB,0.5
2021-04-01,9,10,3450 - Whipple NB,0.5
2021-04-01,9,10,3460 - Hesperian/238 NB,0.75
2021-04-01,9,15,3420 - Auto Mall NB,0.5
2021-04-01,9,15,3430 - Mowry NB,0.75
2021-04-01,9,15,3440 - Decoto/84 NB,0.5
2021-04-01,9,15,3450 - Whipple NB,0.5
2021-04-01,9,15,3460 - Hesperian/238 NB,0.75
2021-04-01,9,20,3420 - Auto Mall NB,0.5
2021-04-01,9,20,3430 - Mowry NB,0.75
2021-04-01,9,20,3440 - Decoto/84 NB,0.5
2021-04-01,9,20,3450 - Whipple NB,0.5
2021-04-01,9,20,3460 - Hesperian/238 NB,0.75
2021-04-01,9,25,3420 - Auto Mall NB,0.5
2021-04-01,9,25,3430 - Mowry NB,0.75
2021-04-01,9,25,3440 - Decoto/84 NB,0.5
2021-04-01,9,25,3450 - Whipple NB,0.5
2021-04-01,9,25,3460 - Hesperian/238 NB,1.0
2021-04-01,9,30,3420 - Auto Mall NB,0.5
2021-04-01,9,30,3430 - Mowry NB,0.75
2021-04-01,9,30,3440 - Decoto/84 NB,0.5
2021-04-01,9,30,3450 - Whipple NB,0.5
2021-04-01,9,30,3460 - Hesperian/238 NB,0.75
2021-04-01,9,35,3420 - Auto Mall NB,0.5
2021-04-01,9,35,3430 - Mowry NB,0.75
2021-04-01,9,35,3440 - Decoto/84 NB,0.5
2021-04-01,9,35,3450 - Whipple NB,0.5
2021-04-01,9,35,3460 - Hesperian/238 NB,0.75
2021-04-01,9,40,3420 - Auto Mall NB,0.5
2021-04-01,9,40,3430 - Mowry NB,0.75
2021-04-01,9,40,3440 - Decoto/84 NB,0.5
2021-04-01,9,40,3450 - Whipple NB,0.5
2021-04-01,9,40,3460 - Hesperian/238 NB,0.75
2021-04-01,9,45,3420 - Auto Mall NB,0.5
2021-04-01,9,45,3430 - Mowry NB,0.75
2021-04-01,9,45,3440 - Decoto/84 NB,0.75
2021-04-01,9,45,3450 - Whipple NB,0.5
2021-04-01,9,45,3460 - Hesperian/238 NB,0.75
2021-04-01,9,50,3420 - Auto Mall NB,0.5
2021-04-01,9,50,3430 - Mowry NB,0.75
2021-04-01,9,50,3440 - Decoto/84 NB,0.75
2021-04-01,9,50,3450 - Whipple NB,0.5
2021-04-01,9,50,3460 - Hesperian/238 NB,1.0
2021-04-01,9,55,3420 - Auto Mall NB,0.5
2021-04-01,9,55,3430 - Mowry NB,0.75
2021-04-01,9,55,3440 - Decoto/84 NB,0.75
2021-04-01,9,55,3450 - Whipple NB,0.5
2021-04-01,9,55,3460 - Hesperian/238 NB,1.0
2021-04-01,10,0,3420 - Auto Mall NB,0.5
2021-04-01,10,0,3430 - Mowry NB,0.75
2021-04-01,10,0,3440 - Decoto/84 NB,0.5
2021-04-01,10,0,3450 - Whipple NB,0.5
2021-04-01,10,0,3460 - Hesperian/238 NB,1.0
2021-04-01,10,5,3420 - Auto Mall NB,0.5
2021-04-01,10,5,3430 - Mowry NB,0.75
2021-04-01,10,5,3440 - Decoto/84 NB,0.75
2021-04-01,10,5,3450 - Whipple NB,0.5
2021-04-01,10,5,3460 - Hesperian/238 NB,1.0
2021-04-01,10,10,3420 - Auto Mall NB,0.5
2021-04-01,10,10,3430 - Mowry NB,0.75
2021-04-01,10,10,3440 - Decoto/84 NB,0.75
2021-04-01,10,10,3450 - Whipple NB,0.5
2021-04-01,10,10,3460 - Hesperian/238 NB,1.0
2021-04-01,10,15,3420 - Auto Mall NB,0.5
2021-04-01,10,15,3430 - Mowry NB,0.75
2021-04-01,10,15,3440 - Decoto/84 NB,0.5
2021-04-01,10,15,3450 - Whipple NB,0.5
2021-04-01,10,15,3460 - Hesperian/238 NB,1.0
2021-04-01,10,20,3420 - Auto Mall NB,0.5
2021-04-01,10,20,3430 - Mowry NB,0.75
2021-04-01,10,20,3440 - Decoto/84 NB,0.5
2021-04-01,10,20,3450 - Whipple NB,0.5
2021-04-01,10,20,3460 - Hesperian/238 NB,1.0
2021-04-01,10,25,3420 - Auto Mall NB,0.5
2021-04-01,10,25,3430 - Mowry NB,0.75
2021-04-01,10,25,3440 - Decoto/84 NB,0.5
2021-04-01,10,25,3450 - Whipple NB,0.5
2021-04-01,10,25,3460 - Hesperian/238 NB,1.0
2021-04-01,10,30,3420 - Auto Mall NB,0.5
2021-04-01,10,30,3430 - Mowry NB,0.75
2021-04-01,10,30,3440 - Decoto/84 NB,0.75
2021-04-01,10,30,3450 - Whipple NB,0.5
2021-04-01,10,30,3460 - Hesperian/238 NB,1.0
2021-04-01,10,35,3420 - Auto Mall NB,0.5
2021-04-01,10,35,3430 - Mowry NB,0.75
2021-04-01,10,35,3440 - Decoto/84 NB,0.5
2021-04-01,10,35,3450 - Whipple NB,0.5
2021-04-01,10,35,3460 - Hesperian/238 NB,1.0
2021-04-01,10,40,3420 - Auto Mall NB,0.5
2021-04-01,10,40,3430 - Mowry NB,0.75
2021-04-01,10,40,3440 - Decoto/84 NB,0.75
2021-04-01,10,40,3450 - Whipple NB,0.5
2021-04-01,10,40,3460 - Hesperian/238 NB,1.0
2021-04-01,10,45,3420 - Auto Mall NB,0.5
2021-04-01,10,45,3430 - Mowry NB,0.75
2021-04-01,10,45,3440 - Decoto/84 NB,0.75
2021-04-01,10,45,3450 - Whipple NB,0.5
2021-04-01,10,45,3460 - Hesperian/238 NB,1.25
2021-04-01,10,50,3420 - Auto Mall NB,0.5
2021-04-01,10,50,3430 - Mowry NB,0.75
2021-04-01,10,50,3440 - Decoto/84 NB,0.5
2021-04-01,10,50,3450 - Whipple NB,0.5
2021-04-01,10,50,3460 - Hesperian/238 NB,1.25
2021-04-01,10,55,3420 - Auto Mall NB,0.5
2021-04-01,10,55,3430 - Mowry NB,0.75
2021-04-01,10,55,3440 - Decoto/84 NB,0.75
2021-04-01,10,55,3450 - Whipple NB,0.5
2021-04-01,10,55,3460 - Hesperian/238 NB,1.0
2021-04-01,11,0,3420 - Auto Mall NB,0.5
2021-04-01,11,0,3430 - Mowry NB,0.75
2021-04-01,11,0,3440 - Decoto/84 NB,0.5
2021-04-01,11,0,3450 - Whipple NB,0.5
2021-04-01,11,0,3460 - Hesperian/238 NB,1.0
2021-04-01,11,5,3420 - Auto Mall NB,0.5
2021-04-01,11,5,3430 - Mowry NB,0.75
2021-04-01,11,5,3440 - Decoto/84 NB,0.5
2021-04-01,11,5,3450 - Whipple NB,0.5
2021-04-01,11,5,3460 - Hesperian/238 NB,0.75
2021-04-01,11,10,3420 - Auto Mall NB,0.5
2021-04-01,11,10,3430 - Mowry NB,0.75
2021-04-01,11,10,3440 - Decoto/84 NB,0.75
2021-04-01,11,10,3450 - Whipple NB,0.5
2021-04-01,11,10,3460 - Hesperian/238 NB,0.75
2021-04-01,11,15,3420 - Auto Mall NB,0.5
2021-04-01,11,15,3430 - Mowry NB,0.75
2021-04-01,11,15,3440 - Decoto/84 NB,0.5
2021-04-01,11,15,3450 - Whipple NB,0.75
2021-04-01,11,15,3460 - Hesperian/238 NB,1.0
2021-04-01,11,20,3420 - Auto Mall NB,0.5
2021-04-01,11,20,3430 - Mowry NB,0.75
2021-04-01,11,20,3440 - Decoto/84 NB,0.5
2021-04-01,11,20,3450 - Whipple NB,0.5
2021-04-01,11,20,3460 - Hesperian/238 NB,1.0
2021-04-01,11,25,3420 - Auto Mall NB,0.5
2021-04-01,11,25,3430 - Mowry NB,0.75
2021-04-01,11,25,3440 - Decoto/84 NB,0.75
2021-04-01,11,25,3450 - Whipple NB,0.5
2021-04-01,11,25,3460 - Hesperian/238 NB,1.0
2021-04-01,11,30,3420 - Auto Mall NB,0.5
2021-04-01,11,30,3430 - Mowry NB,0.75
2021-04-01,11,30,3440 - Decoto/84 NB,0.75
2021-04-01,11,30,3450 - Whipple NB,0.5
2021-04-01,11,30,3460 - Hesperian/238 NB,1.0
2021-04-01,11,35,3420 - Auto Mall NB,0.5
2021-04-01,11,35,3430 - Mowry NB,0.75
2021-04-01,11,35,3440 - Decoto/84 NB,1.0
2021-04-01,11,35,3450 - Whipple NB,0.5
2021-04-01,11,35,3460 - Hesperian/238 NB,1.0
2021-04-01,11,40,3420 - Auto Mall NB,0.5
2021-04-01,11,40,3430 - Mowry NB,0.75
2021-04-01,11,40,3440 - Decoto/84 NB,1.25
2021-04-01,11,40,3450 - Whipple NB,0.5
2021-04-01,11,40,3460 - Hesperian/238 NB,1.0
2021-04-01,11,45,3420 - Auto Mall NB,0.5
2021-04-01,11,45,3430 - Mowry NB,0.75
2021-04-01,11,45,3440 - Decoto/84 NB,
2021-04-01,11,45,3450 - Whipple NB,0.5
2021-04-01,11,45,3460 - Hesperian/238 NB,1.0
2021-04-01,11,50,3420 - Auto Mall NB,0.5
2021-04-01,11,50,3430 - Mowry NB,
2021-04-01,11,50,3440 - Decoto/84 NB,
2021-04-01,11,50,3450 - Whipple NB,0.5
2021-04-01,11,50,3460 - Hesperian/238 NB,1.5
2021-04-01,11,55,3420 - Auto Mall NB,0.5
2021-04-01,11,55,3430 - Mowry NB,
2021-04-01,11,55,3440 - Decoto/84 NB,
2021-04-01,11,55,3450 - Whipple NB,0.5
2021-04-01,11,55,3460 - Hesperian/238 NB,1.25
2021-04-01,12,0,3420 - Auto Mall NB,0.5
2021-04-01,12,0,3430 - Mowry NB,0.75
